0,1,2
902,479,4
872,1011,1
567,657,5
104,1241,1
506,367,3
334,142,3
328,54,3
280,56,5
693,521,5
617,440,4
580,294,4
43,69,4
121,508,4
896,820,2
792,544,4
406,514,1
655,196,3
693,25,4
823,17,4
716,559,2
263,195,5
569,302,4
299,94,1
59,151,5
276,1407,1
406,504,4
527,28,3
293,286,3
160,922,5
293,483,5
286,82,3
524,405,2
99,406,3
314,378,5
554,11,4
481,663,4
177,568,3
354,483,4
406,157,3
363,317,5
934,226,4
181,1368,1
677,988,4
184,1195,3
194,510,4
279,235,3
257,151,4
328,679,2
380,59,4
665,151,3
90,606,5
867,257,4
269,531,5
479,281,3
786,405,4
664,52,5
142,338,2
305,87,1
911,625,5
490,151,1
90,60,4
513,117,5
406,692,3
621,584,5
345,722,3
537,92,3
56,578,3
934,2,4
85,702,2
237,502,4
56,451,3
222,229,3
393,802,3
535,498,4
64,509,3
151,234,4
178,148,4
436,1178,3
771,173,4
666,238,4
661,762,2
234,939,2
77,172,3
473,1007,4
648,179,4
901,988,4
371,97,5
748,193,3
727,294,4
272,12,5
45,993,4
329,248,3
497,164,4
55,7,3
595,815,3
660,215,3
95,878,1
642,249,5
310,14,5
186,977,3
450,1041,4
387,919,5
731,662,3
661,195,5
889,134,4
524,31,4
182,203,3
87,709,3
850,294,5
804,284,4
295,497,5
204,322,3
445,994,1
894,479,5
269,156,5
932,675,4
640,357,5
429,1110,2
749,748,3
497,181,5
57,831,1
682,108,3
399,291,3
862,526,4
426,659,4
435,571,2
782,253,2
13,776,2
307,197,4
501,369,4
244,584,5
144,303,4
903,147,3
804,40,3
901,409,3
928,246,5
10,495,4
179,682,5
558,9,4
222,227,3
863,906,4
620,676,3
758,1111,4
666,792,4
892,288,4
315,8,3
59,219,5
354,305,4
756,176,4
296,20,5
843,199,3
709,1,4
369,358,3
318,378,4
690,121,3
311,100,1
586,79,4
420,331,3
251,313,5
943,825,3
671,233,4
94,356,4
683,346,4
892,1269,5
851,23,4
665,1048,4
749,1188,3
64,511,4
757,265,3
90,303,4
339,88,4
751,558,3
216,196,5
416,251,5
805,40,3
618,118,3
26,125,4
547,312,4
504,94,4
730,15,4
738,209,4
342,223,4
128,747,3
181,931,1
773,433,3
52,288,3
315,520,4
305,275,2
293,665,2
90,1193,4
214,518,3
87,21,3
864,531,5
457,436,4
834,292,5
43,131,3
334,423,5
367,551,3
530,443,4
130,450,2
917,591,3
524,495,4
738,930,3
218,173,3
817,358,4
116,1016,2
498,548,2
312,837,4
210,735,4
479,318,5
429,961,3
200,234,4
244,71,4
505,748,1
68,9,4
899,414,2
204,258,2
18,486,3
927,819,3
299,955,4
378,160,2
495,470,5
328,241,5
495,578,3
92,209,5
436,1028,4
245,210,3
437,207,4
880,1222,4
450,185,5
807,432,5
739,661,2
928,168,5
826,651,4
679,215,3
18,69,3
859,381,4
222,40,1
186,596,4
657,690,4
648,154,5
877,553,4
699,1009,4
813,263,3
910,628,1
815,98,4
671,379,3
795,710,3
124,98,4
234,319,3
314,71,5
52,318,5
717,125,4
437,480,4
429,468,3
397,480,5
868,503,3
7,73,3
174,28,5
378,235,4
487,173,4
288,50,4
495,11,5
381,196,5
222,180,3
807,720,4
796,401,3
334,603,5
645,959,4
387,429,3
852,408,5
647,631,4
553,56,4
553,661,5
783,872,4
327,232,4
298,418,4
16,99,5
30,181,4
38,94,5
699,220,2
65,655,4
379,100,5
330,708,3
279,384,4
592,7,5
725,294,3
698,648,4
864,732,4
329,534,3
354,962,4
151,131,5
901,82,5
48,988,2
758,289,2
101,1132,3
542,95,3
938,411,3
505,568,4
854,153,4
452,514,3
224,1119,3
622,674,2
399,986,3
361,527,4
727,474,3
479,272,4
760,183,2
327,264,2
194,82,2
882,1060,3
727,840,2
702,380,4
468,642,3
299,642,4
487,781,3
405,429,5
487,274,4
753,483,5
268,188,4
815,163,4
16,770,3
188,151,3
478,41,3
354,533,5
647,121,4
199,276,4
276,1135,4
385,169,5
348,473,3
648,561,2
18,498,4
820,358,1
838,497,5
283,21,3
643,404,4
13,786,3
227,150,3
393,939,4
553,617,4
717,866,1
323,117,3
833,219,4
21,292,3
287,250,3
296,304,3
807,751,3
654,508,1
537,90,1
567,679,4
436,941,4
757,358,3
533,1,4
241,335,3
830,97,4
639,155,3
192,127,4
269,939,2
363,1074,2
435,1225,3
268,52,3
1,150,5
389,527,3
311,173,5
200,443,5
537,15,3
913,729,3
608,134,3
536,724,4
563,50,5
634,300,3
682,765,4
427,681,5
589,310,5
234,471,3
761,508,1
69,181,5
276,63,3
153,265,4
328,685,4
207,265,3
935,1,3
846,484,5
504,623,3
750,303,4
409,504,2
292,183,5
367,100,5
535,507,5
295,102,4
347,385,4
422,326,3
95,432,3
936,323,3
254,616,1
174,1139,2
478,843,5
22,172,4
868,470,1
621,585,4
64,195,5
352,79,4
843,379,2
845,286,5
435,24,4
500,386,3
13,141,2
297,1109,3
707,1022,3
294,237,4
393,930,3
391,544,4
215,197,4
848,512,5
177,470,5
328,708,2
132,56,5
222,596,3
890,167,2
664,159,3
22,227,4
21,413,2
246,184,4
15,251,2
746,56,3
5,211,4
592,466,5
62,423,3
463,813,4
894,347,4
727,186,5
834,237,5
930,50,2
32,151,3
870,386,4
592,4,4
502,343,5
598,292,4
906,285,5
90,220,4
354,896,4
21,990,2
7,264,4
829,212,4
942,216,4
660,210,4
765,42,5
463,304,3
868,615,4
838,56,5
43,411,3
405,62,1
393,403,3
442,181,4
882,131,4
346,153,3
663,47,4
6,13,2
254,416,4
1,55,5
497,2,1
13,280,4
932,64,2
707,865,5
342,499,5
887,22,5
311,101,4
435,588,4
709,17,4
201,92,3
263,194,5
472,22,5
597,118,3
497,204,3
479,831,2
539,603,4
840,195,5
537,478,4
894,874,4
488,299,3
462,321,5
151,813,4
880,1030,2
13,268,4
250,204,2
331,69,5
234,131,3
425,288,5
551,216,5
360,144,2
234,50,4
2,308,3
758,1012,4
919,813,4
586,651,3
193,402,3
776,564,3
295,389,4
94,420,4
323,286,3
426,613,3
135,1217,2
896,73,3
679,204,3
835,485,5
567,187,5
677,286,1
405,350,1
804,50,4
342,517,5
543,59,4
833,164,2
533,176,1
311,403,4
360,328,3
763,1,4
429,655,3
312,835,5
872,332,3
422,218,4
64,898,2
648,143,4
943,508,5
741,401,3
298,282,4
941,475,4
234,179,3
335,748,2
442,17,4
336,393,3
116,872,3
69,689,3
87,1118,3
474,921,3
892,768,4
436,642,4
943,685,4
426,504,4
357,105,4
573,513,4
796,185,4
659,121,4
654,1020,4
450,208,5
437,190,3
593,1012,3
465,180,3
26,841,2
405,1109,1
235,303,4
714,151,3
530,660,3
215,523,4
344,7,4
97,526,3
686,134,5
450,723,3
620,678,3
279,586,4
805,213,3
482,881,3
774,176,4
554,71,4
56,869,3
930,535,4
833,653,4
786,126,4
697,751,5
390,1296,2
188,69,4
177,198,4
456,431,4
642,622,4
826,510,4
290,825,3
843,228,4
847,168,4
276,1013,3
301,1013,3
880,1134,5
504,97,4
405,771,1
334,121,3
426,199,5
116,65,2
456,9,3
342,240,3
213,151,5
480,302,4
210,28,4
358,511,2
609,894,1
605,295,4
650,212,3
325,474,5
235,971,4
654,66,4
193,845,4
931,355,2
389,489,4
682,49,3
72,134,5
673,268,1
892,29,2
295,235,4
757,333,4
276,175,5
451,678,5
764,1221,4
308,1,4
804,200,3
537,279,2
677,351,2
399,156,3
450,902,4
58,1069,2
472,431,5
891,278,4
321,521,2
543,64,4
710,142,3
905,475,3
324,298,5
869,282,3
693,228,2
592,179,5
16,661,4
216,421,5
199,539,1
293,153,4
650,357,4
606,419,4
95,207,5
504,102,3
712,72,4
6,174,4
500,514,5
537,638,3
661,131,3
116,515,4
326,96,3
611,336,5
361,88,4
787,750,5
548,258,4
447,89,5
71,154,3
299,305,3
10,203,4
582,1014,4
395,596,2
405,1210,1
933,393,2
621,8,5
693,50,3
703,121,5
749,527,4
145,343,5
839,696,2
363,751,1
262,255,3
177,343,3
286,272,5
542,71,3
446,289,3
13,184,1
10,712,4
645,558,4
786,183,4
312,487,5
152,301,3
200,720,4
545,17,3
864,173,5
805,771,5
551,55,5
347,15,2
145,17,3
721,382,4
381,487,5
742,508,4
198,193,4
363,185,5
886,230,2
374,192,5
244,168,5
222,148,2
352,568,5
62,509,4
655,356,3
302,328,3
294,332,3
128,118,5
468,544,3
887,1047,5
922,550,3
102,186,4
407,181,3
342,1048,1
77,474,5
632,17,3
514,302,5
18,516,5
300,1094,5
296,544,4
698,222,4
798,1,4
726,257,3
846,735,2
565,970,4
269,1267,1
181,688,1
385,511,4
892,418,4
756,1,4
892,648,4
91,56,1
750,328,4
796,672,3
843,95,2
399,559,3
854,616,4
85,188,2
378,405,3
585,166,4
348,370,4
692,56,3
387,153,4
332,728,4
15,307,1
463,880,4
200,742,4
15,931,1
735,277,3
887,1035,5
833,367,3
455,323,3
44,603,4
499,205,5
828,895,2
694,1035,4
588,1078,4
197,684,4
405,1434,1
62,28,3
280,274,5
896,201,3
184,132,5
262,650,4
854,409,2
933,80,2
747,111,4
901,498,4
846,373,3
576,825,4
83,385,4
293,509,3
17,628,1
303,173,5
398,8,3
378,735,4
782,994,2
96,91,5
468,1014,3
102,202,4
59,608,4
569,111,3
560,222,4
804,199,5
524,143,3
533,265,3
297,326,2
864,15,4
705,228,3
932,389,3
234,172,3
279,1209,4
244,660,4
28,678,2
871,181,3
267,158,4
481,648,5
606,942,4
87,1183,3
256,288,5
592,931,1
663,742,4
347,177,5
606,281,4
711,404,3
280,866,3
913,204,4
537,693,4
375,233,4
528,402,4
94,192,4
864,137,4
883,50,4
881,615,4
250,991,2
694,200,4
25,479,5
459,687,3
267,172,5
201,772,5
592,151,4
268,71,3
279,1181,4
90,900,4
707,660,5
110,1188,4
59,71,3
477,553,5
886,582,1
244,179,5
405,193,4
429,1020,4
666,381,3
130,200,5
868,188,3
343,180,5
715,11,4
189,418,3
160,218,4
367,448,4
573,211,5
750,245,3
56,78,3
889,385,3
201,603,4
748,174,5
355,882,4
269,428,5
472,742,5
332,1,4
297,705,2
10,170,4
158,652,4
214,131,3
293,507,4
2,280,3
303,92,4
7,417,3
465,87,4
87,1049,3
315,204,5
359,295,3
503,823,2
567,59,5
768,763,2
297,117,4
13,829,3
830,648,5
201,219,4
198,959,3
764,132,5
694,699,4
18,286,5
382,9,4
574,213,4
253,465,5
682,328,3
768,255,4
405,52,1
158,665,2
837,237,3
807,386,4
65,393,4
908,709,4
280,316,5
722,928,3
219,223,5
405,708,1
184,676,4
437,86,4
286,906,5
220,301,4
804,771,3
642,1058,3
370,607,5
43,321,3
545,142,3
881,179,5
7,177,4
246,1039,4
535,923,4
344,928,2
417,343,2
361,1152,2
605,934,4
271,64,5
672,284,4
320,195,5
514,209,3
113,329,3
279,456,3
219,4,4
305,792,4
293,283,2
456,1057,3
567,205,3
58,175,5
10,340,4
647,403,4
641,301,4
637,117,2
542,48,5
663,466,3
216,144,4
387,1166,3
682,3,3
60,490,4
854,855,4
42,926,3
246,1232,1
62,959,4
210,832,3
276,845,4
347,226,4
276,81,4
320,68,5
217,808,2
936,813,5
385,205,2
450,846,3
40,337,4
927,227,2
207,60,3
87,154,4
178,90,3
800,457,2
593,366,4
398,715,2
588,85,5
393,363,3
933,866,2
672,255,2
854,423,4
195,366,3
291,755,2
91,323,2
293,38,1
49,367,3
559,153,3
689,13,1
727,95,4
667,98,4
5,416,1
174,1035,4
327,1019,3
209,688,1
13,328,3
514,98,5
75,222,5
203,304,3
933,1228,1
234,412,2
207,849,3
527,285,5
642,1039,5
796,939,3
181,413,2
833,1070,5
5,403,3
693,12,4
535,1045,4
659,197,5
666,650,5
416,1074,5
186,689,4
450,647,4
774,172,3
845,896,3
871,22,5
178,484,4
381,139,3
198,156,3
577,173,5
534,109,4
444,1483,2
274,71,4
804,188,4
447,175,3
472,204,5
534,978,4
82,640,3
933,63,2
90,483,5
507,682,5
875,1103,5
343,473,3
59,715,5
70,176,4
41,96,4
378,73,3
164,258,5
457,97,5
488,136,4
604,164,4
157,100,5
517,300,5
796,776,4
271,523,4
565,86,5
504,479,4
479,338,1
814,448,3
500,281,3
409,428,4
825,411,3
401,278,4
627,435,5
256,77,3
898,683,3
205,315,4
354,318,3
472,400,5
200,151,3
533,134,4
660,222,2
398,712,2
22,996,1
201,271,4
379,448,4
279,265,5
786,234,3
867,69,2
566,23,4
363,44,3
45,756,2
524,461,3
788,708,2
64,392,3
906,129,4
130,806,3
417,771,3
829,116,4
94,1058,4
58,137,5
276,366,3
388,742,5
758,210,4
95,239,3
748,169,4
382,531,4
894,273,3
875,651,5
399,161,3
608,70,4
109,214,1
850,385,5
411,230,3
10,527,4
318,629,4
90,617,4
388,559,5
881,151,2
49,235,2
486,471,5
671,550,3
833,512,4
606,585,4
157,244,5
85,191,4
479,157,5
116,519,5
889,96,4
524,1050,2
851,346,5
458,1048,4
313,98,4
624,249,3
393,871,3
303,562,4
479,111,4
303,168,5
934,709,3
59,610,4
43,1035,4
330,864,4
869,284,1
290,1,5
773,1021,5
158,163,4
579,523,3
788,237,4
554,14,4
438,1028,2
187,210,4
303,195,4
279,418,3
896,721,4
788,302,4
409,478,4
339,186,4
435,431,3
532,914,5
378,939,4
707,648,4
128,26,4
94,423,4
649,282,4
796,56,5
535,484,5
324,538,4
429,944,3
40,302,3
495,559,4
682,33,4
354,58,3
234,505,4
60,385,4
476,384,4
878,497,2
465,258,5
741,273,3
58,69,1
912,427,5
495,232,5
159,260,2
785,79,4
379,1219,2
602,237,4
709,633,3
136,127,5
380,414,2
500,295,4
530,183,4
416,245,2
94,813,5
868,174,5
823,91,3
303,765,3
243,458,4
291,1012,4
787,877,2
532,272,5
606,81,3
361,204,4
532,818,2
301,1035,4
87,9,4
556,323,2
542,772,4
541,418,5
605,340,4
937,295,4
160,508,5
347,156,5
774,519,5
72,188,4
234,381,3
757,254,2
13,918,3
341,259,3
48,323,3
8,403,4
560,235,2
606,491,4
447,1326,4
806,258,3
474,461,5
618,238,1
96,514,4
532,1039,4
682,80,1
223,756,3
416,249,3
276,773,3
493,974,3
938,596,5
497,145,4
811,678,5
757,665,3
536,52,3
637,831,1
87,179,4
924,202,4
303,420,4
848,202,5
608,956,3
655,960,3
806,192,4
2,300,4
546,860,4
615,332,2
788,470,3
804,603,5
878,275,4
458,530,4
239,462,5
500,58,3
417,1157,4
534,273,5
90,198,5
890,483,5
201,396,3
472,185,5
135,185,4
766,499,3
409,209,5
386,455,3
345,174,4
308,218,5
95,651,5
880,1620,3
458,750,5
125,8,4
235,66,2
246,132,4
13,147,3
94,636,4
115,279,3
391,603,5
291,195,4
936,340,4
467,93,4
7,514,2
361,212,5
567,109,2
301,154,4
409,171,4
271,739,4
189,568,4
13,62,5
141,323,4
270,943,5
279,823,3
749,808,3
711,432,4
503,182,3
416,1147,4
18,963,5
416,1441,3
645,960,4
244,458,3
764,22,4
114,182,3
442,2,3
222,64,5
551,384,1
215,218,3
566,172,3
806,475,4
826,678,4
666,1110,3
200,1049,3
382,276,3
818,303,5
261,340,5
315,531,5
59,22,4
561,173,4
882,135,5
489,343,5
380,71,4
425,546,3
426,474,4
416,303,4
438,845,4
7,563,2
59,273,2
332,326,5
243,125,3
582,841,2
669,97,4
941,147,4
682,779,3
622,46,4
918,529,3
328,46,2
269,697,4
753,357,4
567,175,5
385,197,4
634,283,2
145,894,1
474,518,4
379,684,4
777,117,5
846,317,3
234,279,3
554,13,2
162,25,4
526,282,3
815,735,5
214,334,3
328,275,4
427,331,4
805,934,1
308,853,5
815,229,3
761,205,4
224,581,1
643,571,3
903,1009,4
181,764,1
495,9,5
805,135,4
626,324,4
658,137,3
815,419,3
613,478,5
345,88,4
168,273,4
279,1025,2
500,1315,4
42,402,5
263,520,3
184,197,4
235,82,2
235,647,4
95,172,4
524,230,3
13,453,2
322,64,5
805,90,2
709,164,3
591,451,3
59,515,4
201,334,4
690,435,5
416,506,5
450,620,4
186,299,3
279,50,3
875,358,3
918,659,4
435,40,3
782,935,2
212,318,5
354,25,2
515,292,3
478,469,3
433,286,5
514,483,4
818,302,5
712,652,3
54,252,3
878,588,2
774,254,1
653,64,4
162,1,4
746,79,5
87,1182,3
164,826,4
545,174,4
859,276,4
727,403,4
777,286,2
292,252,3
881,490,4
913,164,2
697,339,2
245,21,3
727,802,2
262,419,3
443,309,5
684,409,3
78,1160,5
861,70,4
450,606,5
395,472,3
110,33,4
246,232,3
201,1224,2
6,469,5
769,284,3
226,652,3
790,959,3
91,192,4
311,944,4
795,167,3
378,620,3
276,919,4
634,276,5
582,151,4
568,6,3
507,343,5
897,227,3
486,595,2
589,879,4
130,642,4
543,194,3
178,66,4
387,447,4
15,121,3
363,224,4
727,284,3
774,232,2
455,292,3
450,1092,3
804,495,3
450,1047,4
49,462,2
551,578,5
222,69,5
236,273,1
561,121,3
12,69,5
378,202,3
514,73,4
194,549,3
222,1057,4
427,990,5
275,435,3
543,550,2
181,928,3
299,49,4
804,175,4
896,568,2
417,746,5
394,559,4
823,25,3
747,1375,4
23,381,4
790,1,3
156,178,5
533,107,3
20,931,1
478,32,3
864,283,5
782,905,4
224,313,5
255,682,5
95,665,2
522,523,5
463,248,3
893,220,3
20,181,4
308,254,2
274,405,4
6,480,4
200,1060,3
38,411,3
854,826,2
303,65,4
117,282,5
100,879,4
315,431,2
260,322,4
258,243,3
272,238,5
643,721,2
665,298,3
276,823,3
600,578,2
276,202,4
919,1012,4
262,70,4
328,518,2
778,616,4
393,194,4
392,294,4
279,781,3
10,144,4
315,475,4
325,319,3
626,289,1
269,998,5
724,876,1
499,527,5
66,117,3
479,986,1
399,320,3
187,204,2
843,690,5
655,328,2
492,199,3
91,322,4
843,144,3
577,1032,3
921,8,3
144,729,4
363,1012,4
401,404,2
357,826,3
906,1011,4
430,328,4
639,174,4
496,607,3
455,334,3
7,419,3
201,480,4
60,13,4
296,121,5
279,411,3
877,59,5
772,321,5
846,51,4
394,402,4
527,526,5
393,7,4
401,485,4
934,963,5
698,613,5
141,274,5
178,1101,4
620,99,3
291,3,3
868,449,3
546,347,5
43,98,5
405,761,1
493,328,4
660,456,1
629,238,5
710,156,4
13,914,2
138,147,4
833,1006,1
18,794,3
661,657,4
425,195,4
487,66,5
458,12,5
90,501,5
313,588,4
692,1023,2
150,278,2
298,820,4
940,319,2
916,739,3
405,241,1
458,588,5
577,237,4
655,1288,3
99,1132,4
385,1128,3
293,297,4
224,178,4
398,417,3
868,498,3
99,111,1
271,481,3
889,497,4
15,935,3
648,39,3
198,179,4
503,778,5
186,939,5
519,1591,5
922,145,3
374,846,2
405,1230,1
774,226,2
621,123,4
222,588,4
773,209,5
538,566,3
7,32,4
586,188,2
897,205,3
879,763,5
143,1038,3
28,229,2
149,312,1
215,432,5
187,65,5
796,732,5
7,365,4
718,975,2
633,5,3
666,566,3
236,696,2
5,381,1
932,238,3
293,162,3
95,88,4
807,22,5
60,1020,4
489,885,4
221,475,4
13,232,3
766,527,5
503,546,4
180,12,2
445,544,2
497,1042,3
92,1046,3
379,447,4
378,482,4
407,385,4
340,428,1
786,28,5
297,268,4
224,162,4
886,1014,5
287,108,4
114,191,3
321,52,3
496,743,2
863,342,1
22,161,4
934,650,4
3,347,5
698,656,1
145,238,4
264,100,5
418,362,1
577,294,4
882,746,4
864,509,5
275,227,3
179,750,1
291,384,4
113,237,3
16,69,5
435,961,1
525,1315,4
682,849,2
254,622,4
788,556,2
533,934,3
92,747,4
535,8,4
217,258,1
894,558,5
807,133,5
116,326,2
330,237,4
407,859,3
697,1245,1
716,428,3
566,419,2
308,184,4
435,69,4
313,650,4
496,484,3
339,213,4
606,619,4
930,275,4
18,98,5
621,50,5
429,1133,2
587,321,2
159,245,5
598,308,4
712,622,4
43,231,4
109,559,3
401,508,3
798,480,3
539,661,5
7,143,3
185,114,4
271,703,3
290,22,5
881,484,4
812,245,2
870,655,4
655,204,3
608,61,5
705,377,4
698,529,5
402,228,3
551,576,2
55,254,2
286,174,4
385,1010,3
205,304,3
639,510,3
497,724,5
716,191,5
95,720,2
265,756,4
566,134,5
77,498,5
776,195,3
44,157,4
286,154,4
843,667,2
634,762,3
90,70,5
32,1012,4
625,294,3
667,1101,3
495,465,5
134,338,4
575,111,1
934,664,4
28,11,4
788,646,3
889,664,2
894,310,3
682,572,4
805,890,3
551,603,5
749,227,4
840,181,3
533,378,4
361,276,4
718,118,4
326,527,5
25,228,4
484,153,5
707,427,4
846,513,5
655,38,2
6,519,5
804,399,4
457,118,4
537,1113,3
560,277,3
912,172,3
393,1048,3
354,268,4
807,211,4
295,230,4
911,93,4
347,125,5
276,173,5
298,204,4
378,399,3
447,742,3
445,748,1
751,709,4
881,568,4
6,464,2
445,298,2
329,924,3
378,739,4
372,129,4
542,501,4
923,340,5
83,845,3
805,527,3
279,56,4
399,1480,3
684,585,2
680,150,5
504,719,3
690,223,4
142,147,1
835,179,5
184,945,4
881,108,3
42,181,5
658,471,4
907,988,3
355,319,5
870,1046,3
360,137,5
659,483,4
331,1100,2
28,79,4
348,827,4
401,144,5
654,238,4
711,1168,4
201,587,4
399,223,3
406,219,3
425,305,3
393,41,4
127,286,1
924,127,3
615,213,5
872,106,3
707,367,4
425,831,3
487,28,4
141,546,4
805,42,2
442,780,3
412,114,4
303,568,4
394,128,3
483,99,3
757,227,4
59,583,5
276,380,3
468,285,4
166,984,5
221,809,3
751,484,3
716,50,5
276,159,3
737,22,4
144,475,1
552,628,3
719,137,1
659,512,3
230,526,3
445,1067,1
463,16,4
503,130,5
650,581,2
242,306,5
798,112,3
42,1051,4
467,340,3
311,28,5
648,449,3
487,686,4
116,195,4
886,940,2
337,235,3
239,1056,5
436,433,5
63,678,2
24,11,5
796,215,5
297,129,4
882,56,4
484,197,4
11,401,3
268,436,3
311,566,4
666,1170,4
377,194,5
280,692,3
846,436,4
919,1119,3
885,117,4
222,58,3
897,760,5
210,523,4
907,689,4
817,455,3
610,508,3
716,601,4
532,655,5
472,88,2
479,189,2
859,421,5
479,144,4
430,168,4
392,495,3
664,328,3
901,546,4
916,451,3
305,923,5
236,507,3
751,144,4
82,73,4
619,79,5
655,405,2
798,755,3
541,142,5
55,56,4
286,209,4
85,210,3
178,31,4
692,294,3
653,100,4
70,313,4
807,96,3
586,393,3
519,1434,5
197,340,2
856,749,3
495,357,5
412,651,4
374,403,2
930,405,3
295,416,4
207,1226,2
593,275,3
234,739,3
58,1084,4
747,132,4
173,259,3
746,128,3
94,475,5
938,281,2
535,529,3
436,187,5
248,181,4
833,673,4
840,520,5
889,819,2
385,425,3
836,288,1
346,177,4
425,327,4
707,387,4
425,823,3
207,521,4
365,352,1
846,188,3
924,144,3
796,294,3
99,789,4
637,363,2
684,734,3
901,211,4
328,726,4
372,44,4
543,737,3
915,270,3
3,322,3
94,201,4
198,455,3
195,887,4
715,222,3
592,181,3
28,100,5
59,15,5
87,27,4
13,11,1
213,234,4
568,56,4
887,98,3
301,496,5
712,486,4
358,512,5
348,117,4
161,69,4
380,213,2
456,172,5
921,228,3
422,334,4
290,167,2
889,695,3
250,237,2
311,505,4
916,14,5
201,281,2
5,378,1
437,181,4
497,413,3
624,236,3
280,58,4
463,870,2
500,522,4
865,21,2
847,258,5
241,270,3
348,628,4
458,9,5
851,977,3
429,441,3
642,44,3
732,300,4
806,95,5
437,118,2
92,831,2
903,427,5
151,761,3
1,97,3
224,321,2
402,13,3
887,673,5
887,28,5
606,196,4
168,7,1
924,275,4
111,258,4
758,385,4
334,217,2
806,209,3
383,319,2
151,498,5
387,82,4
207,100,2
655,685,2
653,186,5
128,655,3
690,794,3
871,210,5
705,151,3
197,195,5
195,313,5
102,403,3
7,504,5
159,1132,5
405,26,3
639,196,3
495,89,3
780,313,5
226,169,5
667,9,5
379,230,4
894,316,4
836,163,5
239,190,1
802,299,4
754,255,3
342,581,3
446,294,1
790,216,5
585,584,3
495,186,5
276,447,4
619,245,4
276,423,5
661,31,3
747,651,5
328,744,4
456,98,3
796,409,3
124,166,5
650,482,3
837,222,3
634,477,3
642,91,4
825,825,4
152,147,3
796,232,3
92,655,4
393,344,3
28,288,5
879,1284,3
710,294,3
36,878,5
92,527,3
99,28,3
665,742,4
551,756,1
878,690,2
62,514,3
463,7,4
144,405,4
42,469,4
865,432,1
498,222,3
619,1231,2
551,9,5
65,429,4
764,245,4
653,205,1
287,742,3
846,479,4
902,257,3
271,1046,4
43,274,5
655,427,4
681,538,3
669,664,4
296,179,4
489,880,2
854,220,4
334,684,4
659,712,3
450,419,5
161,187,3
305,947,4
197,265,5
391,421,2
354,811,5
472,472,5
541,29,2
399,735,3
500,25,3
508,208,5
399,1228,3
61,748,2
90,482,5
175,234,5
609,877,5
246,432,3
224,243,2
344,272,5
94,334,3
663,741,4
715,195,4
466,7,4
144,274,3
389,481,5
861,582,2
524,613,4
495,498,3
654,24,4
375,44,3
863,682,3
493,89,4
151,204,4
788,222,3
59,517,5
267,449,3
540,274,4
928,877,5
716,185,5
533,708,2
678,298,3
284,332,3
892,523,5
865,1011,1
7,125,4
102,792,3
622,855,3
543,720,2
913,465,2
613,279,4
201,1103,3
884,127,4
716,1124,3
642,472,5
443,687,3
271,168,2
710,79,4
860,204,4
280,1217,5
619,554,3
342,298,3
293,1421,2
435,465,2
106,692,3
733,121,3
473,268,5
514,582,4
645,39,3
393,480,4
181,1015,1
747,949,5
537,301,2
934,152,4
637,1244,1
49,721,2
455,135,5
134,508,3
21,767,1
90,836,5
908,12,3
894,116,4
544,328,3
40,294,4
870,631,2
200,188,4
480,172,3
648,2,4
28,294,3
378,67,2
47,995,3
940,354,5
738,258,4
72,182,5
49,455,1
769,118,4
294,324,4
94,392,3
535,153,4
660,1183,1
286,4,5
840,89,5
311,208,4
711,111,2
194,387,2
267,780,4
280,98,5
318,204,5
846,380,3
897,177,5
921,194,3
49,1075,2
795,771,3
804,380,4
833,273,3
173,329,4
717,455,2
339,64,5
379,514,3
304,310,3
10,414,4
417,7,3
222,271,4
809,245,3
804,993,2
334,969,4
200,235,2
442,210,3
501,7,4
760,216,2
334,510,4
121,628,3
619,300,5
497,25,4
813,270,5
334,961,4
406,294,3
119,658,5
98,209,2
851,17,5
601,64,4
479,752,3
648,474,4
717,260,1
521,121,2
545,491,3
802,396,2
551,177,5
83,38,5
545,82,4
334,244,3
271,193,5
404,879,3
104,294,3
15,248,1
536,135,5
22,94,3
617,573,4
523,242,5
892,95,4
905,302,5
669,614,4
487,404,4
109,181,5
15,252,2
479,403,3
695,682,1
577,579,4
41,28,4
747,390,4
829,475,4
537,1245,3
533,243,3
828,971,4
936,250,5
243,13,4
935,597,4
311,604,3
472,193,5
795,238,3
305,192,2
207,237,4
347,17,4
128,501,3
325,143,1
758,352,4
435,12,5
467,1059,4
710,656,5
546,672,3
122,509,4
10,269,4
146,262,4
445,325,1
676,174,5
406,482,5
59,234,5
184,77,3
552,1277,3
99,475,5
242,934,5
663,321,5
59,640,5
505,313,5
212,515,4
517,1047,2
80,423,3
405,417,2
16,583,4
167,99,4
297,183,4
327,856,4
577,210,3
293,239,3
552,1048,3
216,47,4
453,11,5
298,168,5
463,117,3
303,591,4
551,747,3
506,239,3
764,273,3
303,615,4
908,7,3
141,100,4
145,939,4
130,824,3
328,68,3
201,216,4
392,191,5
824,323,2
408,334,2
798,63,5
217,550,1
476,732,3
496,721,5
889,657,4
697,1012,1
624,282,4
735,25,4
551,4,2
703,276,3
269,843,3
217,363,1
643,1065,4
768,252,3
438,15,4
2,278,3
751,778,3
413,257,4
748,137,3
201,129,4
472,633,4
249,421,5
290,125,3
834,886,4
387,135,5
480,479,4
59,185,5
789,50,5
243,468,3
622,253,3
286,1079,3
216,531,4
494,199,4
586,1042,4
293,206,4
286,211,4
479,1007,4
854,713,4
