0,1,2
521,231,2
618,15,3
348,988,3
727,1206,2
933,585,1
97,172,4
405,781,5
484,111,4
269,121,1
493,173,4
405,541,1
586,29,5
31,519,4
209,1086,4
335,347,5
589,682,4
782,127,4
82,14,4
668,333,3
393,585,2
637,460,2
40,269,1
554,21,1
268,294,3
94,125,1
11,241,4
327,527,4
568,519,3
459,120,2
751,99,4
883,24,4
293,347,2
276,399,2
276,456,2
339,637,4
807,1016,4
437,1142,4
588,959,5
729,300,4
349,325,3
189,56,5
831,150,3
575,963,1
758,196,4
658,212,3
263,1451,4
331,1017,2
711,566,2
795,81,4
159,1013,4
870,428,4
378,231,3
738,271,3
85,1168,3
130,305,4
719,97,3
269,665,1
280,845,3
568,430,3
798,405,5
618,25,2
166,288,3
891,595,3
656,338,3
537,197,4
741,25,3
201,823,3
747,739,3
220,258,3
943,356,4
496,42,5
407,1090,2
133,272,5
698,10,4
363,87,3
534,471,5
418,333,5
847,1031,2
878,509,4
886,544,4
94,226,2
826,810,3
294,748,3
733,129,2
276,518,4
379,210,4
158,770,5
99,597,4
389,69,5
490,1383,1
308,97,1
554,28,4
390,475,1
551,215,4
417,364,3
536,318,5
766,616,3
938,284,2
322,313,5
344,815,2
405,1271,2
770,919,5
116,187,5
819,70,4
23,95,4
76,286,5
350,50,5
452,1534,1
279,154,5
5,121,4
7,528,5
706,682,2
666,301,4
189,129,3
308,537,4
537,434,3
521,651,3
793,240,4
154,137,3
179,302,4
303,201,5
148,501,4
639,166,3
523,8,5
905,150,4
466,326,3
449,170,4
444,245,4
191,288,3
897,925,5
538,174,4
693,660,3
883,346,4
243,1,4
417,72,4
567,298,4
741,427,5
26,1008,3
678,924,2
457,69,5
270,671,4
347,137,2
391,508,2
374,182,5
917,1,3
159,1152,4
537,447,3
692,523,3
682,1107,2
318,140,4
869,240,4
903,272,4
280,660,5
655,1008,3
854,203,4
168,126,5
437,254,3
450,455,4
532,470,5
483,1,4
436,50,4
311,1093,5
916,100,5
690,194,4
64,183,5
344,269,4
707,65,4
707,248,4
606,186,5
825,1051,4
347,472,5
709,64,5
677,322,4
865,471,1
104,750,5
312,208,5
484,471,4
130,389,3
145,273,5
193,715,3
276,233,3
682,597,1
468,692,4
346,385,5
72,642,4
303,1021,4
563,403,4
601,91,5
788,423,5
152,121,5
541,810,3
405,391,1
738,229,3
425,183,3
880,363,4
343,478,5
826,29,3
618,427,5
936,1171,5
144,1012,4
457,931,2
115,229,3
463,121,3
344,535,3
323,713,4
457,372,4
279,1239,1
121,237,5
222,422,2
844,326,3
119,301,4
286,969,5
425,568,3
478,393,4
214,24,3
318,708,4
459,978,2
22,110,1
804,632,3
334,153,4
447,278,3
416,699,5
499,100,4
892,183,5
458,183,4
679,291,4
936,236,5
805,755,3
75,137,4
529,1038,4
468,826,3
405,561,1
903,46,4
200,358,5
608,182,4
276,248,4
429,55,4
535,42,3
682,248,3
216,22,5
1,152,5
472,746,5
727,1034,2
489,266,5
305,566,3
60,135,5
336,959,3
537,405,2
923,975,4
301,393,3
863,331,4
294,743,2
13,749,3
293,588,3
725,748,4
16,155,3
588,208,3
234,77,3
73,894,1
205,328,3
878,796,2
897,185,5
764,98,5
28,176,5
669,118,2
554,8,4
506,62,3
21,878,2
727,363,3
167,478,5
263,318,5
398,58,4
768,742,3
487,282,4
94,233,3
194,259,2
12,204,5
848,209,5
642,139,1
329,331,3
279,1250,1
618,477,2
450,65,3
250,222,4
711,542,1
879,181,4
327,150,4
310,1386,1
679,751,5
500,483,4
922,216,3
472,1110,5
205,322,3
455,380,3
468,423,4
332,7,4
412,56,5
881,178,3
14,18,3
141,676,5
130,1276,4
304,893,3
407,228,4
870,1221,3
846,662,3
548,283,3
254,219,1
99,1047,4
363,631,1
268,60,5
222,373,3
865,845,1
715,405,3
1,83,3
146,258,4
323,298,4
894,690,4
378,196,4
794,1251,4
664,326,2
365,301,5
535,632,4
303,1041,2
614,871,2
13,546,3
56,797,4
686,451,4
495,71,5
641,203,4
508,524,5
179,1316,3
875,50,5
268,403,4
727,123,3
64,568,4
890,211,2
214,327,5
388,184,4
301,462,2
452,443,5
774,180,5
88,311,5
227,741,3
181,369,3
276,393,4
606,172,5
682,576,4
790,1025,1
763,469,4
342,319,4
58,813,5
268,238,3
151,213,5
474,143,4
354,83,4
456,1081,4
843,227,3
195,740,3
201,1401,2
151,1039,4
532,259,3
303,1012,4
130,270,5
543,192,4
595,826,1
438,50,5
121,98,5
542,175,3
402,124,4
419,257,4
24,300,4
677,323,4
13,40,2
864,380,3
399,186,4
268,12,4
464,748,4
276,1267,4
933,823,2
342,727,3
164,748,5
303,384,3
345,737,3
487,596,5
727,542,2
881,524,4
283,291,2
89,402,4
749,273,4
830,310,4
847,501,3
178,1283,3
398,50,5
214,705,4
677,126,1
488,509,2
157,250,1
13,448,1
316,582,5
707,15,4
452,792,5
593,371,3
827,313,3
450,1028,4
683,1483,3
68,237,5
741,403,5
385,922,4
336,738,1
360,582,4
316,507,3
698,431,1
537,302,4
846,559,5
856,307,4
324,275,4
619,55,1
290,216,4
586,241,4
736,293,4
452,458,1
874,321,3
176,927,3
394,210,4
417,484,4
194,625,3
97,228,5
353,315,4
498,449,3
56,993,3
749,578,3
342,558,5
408,347,3
748,421,4
270,286,5
367,672,4
408,294,5
532,147,4
85,230,3
385,504,4
880,82,3
812,292,3
924,64,4
843,542,2
536,144,4
246,216,3
806,407,3
839,713,2
846,796,1
435,108,1
620,625,3
489,902,4
234,1078,2
365,275,4
940,294,4
264,230,4
707,311,4
145,771,2
256,932,3
621,3,5
749,82,5
393,245,3
334,61,3
864,373,2
592,124,5
425,11,3
332,1042,4
561,15,3
682,243,1
360,326,3
94,561,3
71,98,4
455,53,1
58,433,5
366,17,5
882,969,5
263,162,5
897,234,5
653,63,2
671,578,3
468,69,4
868,1028,3
804,820,4
409,511,5
486,222,3
468,297,4
276,1118,4
540,269,4
416,1221,5
601,673,1
746,523,3
450,1036,2
22,194,5
51,172,5
286,1047,1
646,683,3
671,685,5
699,277,3
737,58,4
648,1072,2
758,195,5
85,1113,2
194,514,3
680,269,4
914,197,4
528,250,3
758,474,5
301,739,2
868,747,2
326,186,4
405,515,1
912,517,4
878,393,3
399,566,4
340,405,5
648,200,2
343,79,4
627,328,4
749,300,4
650,670,3
496,277,5
297,752,4
211,357,2
592,750,5
716,866,3
727,424,1
230,141,4
13,13,5
405,792,5
233,958,5
758,841,3
537,137,4
737,160,4
768,815,3
537,98,3
932,9,5
633,172,3
130,771,2
559,652,4
178,454,4
296,180,5
15,932,1
260,1025,5
334,52,4
619,294,1
871,651,2
456,739,3
89,137,1
303,473,4
774,94,2
456,68,4
579,1047,3
115,265,2
222,94,3
303,143,4
303,1224,2
601,479,4
921,133,5
883,900,5
622,294,3
135,5,3
257,61,5
639,553,3
709,451,1
181,1052,2
85,1169,4
172,1172,3
230,211,5
297,95,3
378,326,3
232,14,4
498,204,2
708,690,4
487,378,5
319,306,4
588,67,1
830,511,5
642,728,4
148,132,4
467,1012,3
58,255,4
222,276,5
38,616,3
835,215,4
833,151,4
430,748,3
943,739,4
198,214,4
830,177,4
58,45,5
403,515,4
892,25,4
350,183,3
632,402,3
56,38,2
236,934,4
843,521,2
279,83,5
373,136,4
608,69,4
666,50,3
378,409,2
406,732,4
92,802,2
892,576,4
655,1195,3
499,664,3
486,1079,2
874,137,4
301,443,4
904,328,2
244,232,4
532,1312,4
840,23,5
96,238,4
851,22,5
561,182,3
848,606,4
286,955,5
378,174,4
592,735,5
343,117,2
881,559,2
679,42,4
424,310,3
269,792,4
454,519,2
413,258,4
222,270,2
588,1091,4
347,31,5
44,423,4
793,294,5
14,313,2
162,474,3
546,200,5
429,1017,3
825,258,4
916,160,3
436,348,4
454,378,3
14,275,4
49,695,3
144,165,4
293,238,4
725,1197,3
399,550,3
696,899,3
495,504,4
470,93,4
14,762,3
886,42,5
417,515,4
620,1480,3
286,250,4
406,154,5
343,191,5
7,492,5
7,28,5
907,288,5
121,644,4
187,209,4
542,734,3
13,110,3
643,70,3
848,42,2
846,967,3
339,124,4
10,483,5
243,83,4
26,413,2
853,331,2
184,164,3
115,240,5
642,1126,1
669,257,3
620,565,4
617,447,4
711,1046,3
608,1119,5
804,79,4
399,540,2
880,93,4
361,498,4
151,606,5
474,484,5
315,732,3
916,173,4
387,582,3
221,218,4
844,45,4
576,514,5
178,157,5
342,286,4
748,182,4
409,474,5
18,133,5
130,321,5
537,88,2
916,134,5
380,1101,4
903,520,4
416,316,3
381,419,5
36,269,3
555,405,4
399,99,3
59,609,2
177,175,5
654,969,5
199,116,5
109,1222,4
707,1168,3
458,1070,4
91,357,5
887,1413,4
334,346,5
123,321,4
387,192,5
293,322,2
872,282,5
673,242,4
399,1139,4
843,215,2
601,174,4
724,329,4
643,419,4
429,250,2
527,234,5
629,273,2
407,399,3
301,235,2
63,116,5
943,97,2
37,195,5
889,59,4
425,161,3
203,477,4
318,869,3
406,488,4
74,13,4
346,173,3
453,120,1
186,44,5
301,182,5
281,332,4
589,328,5
303,259,3
912,496,4
620,147,3
683,609,3
717,130,2
393,273,3
59,405,3
507,895,5
305,856,5
276,240,4
21,877,2
334,193,4
532,840,4
922,919,5
222,228,5
734,423,4
907,553,5
671,947,3
148,7,5
178,161,5
246,816,4
666,319,4
99,410,5
929,50,4
748,188,4
666,118,3
97,7,5
177,22,4
299,971,2
664,484,5
886,55,4
723,168,5
747,1225,3
684,376,3
489,887,2
727,398,2
160,211,4
804,401,2
634,744,5
823,401,4
496,1459,4
70,1,4
679,63,3
7,498,5
405,640,1
90,479,5
347,202,4
716,83,4
135,449,3
536,640,4
523,582,4
25,742,4
550,405,4
908,174,3
106,88,3
307,401,1
236,595,3
472,239,5
313,22,3
181,407,2
846,648,5
91,474,3
328,1109,3
650,715,3
851,342,2
864,419,4
225,479,4
447,85,4
733,7,3
592,292,1
42,2,5
545,219,2
405,383,1
29,303,4
37,176,4
716,514,5
193,405,3
18,137,5
486,458,3
328,327,3
324,259,5
780,467,3
296,504,5
896,732,4
457,20,5
244,281,3
11,736,4
15,243,1
587,266,1
833,1029,1
299,529,4
393,233,3
663,265,4
383,357,5
63,100,5
401,815,3
867,196,3
851,915,5
25,173,4
102,101,4
59,519,4
852,257,4
666,25,3
838,286,4
851,831,5
271,482,5
256,930,3
38,418,5
905,345,4
476,209,4
69,334,3
490,1,3
684,365,4
374,230,5
618,735,3
194,527,4
244,204,4
674,50,4
756,1149,5
39,301,3
59,746,5
426,332,4
644,294,4
497,549,4
264,559,5
267,1035,4
70,338,2
655,1197,3
321,20,3
385,337,4
314,1028,3
61,300,5
622,1216,4
89,14,4
457,56,4
346,187,3
932,193,3
116,942,3
174,396,1
148,209,5
559,521,2
334,931,1
318,527,5
361,742,1
232,1149,5
399,147,5
184,208,4
943,216,4
894,252,3
373,265,4
585,634,4
344,756,2
699,298,4
94,1009,4
923,866,4
405,513,1
843,174,4
562,229,1
660,462,2
450,101,5
603,173,4
295,50,5
410,315,4
314,721,5
92,546,2
538,96,4
149,305,4
190,1313,2
308,156,4
178,274,4
625,961,4
790,550,4
868,47,2
630,288,4
825,840,4
916,1208,2
701,127,4
678,1115,3
642,110,2
453,471,4
788,157,5
222,48,5
677,289,1
6,526,3
541,843,4
130,5,4
448,887,2
828,83,3
506,323,3
713,539,3
864,13,4
506,82,5
174,381,5
334,124,5
312,625,3
21,925,2
257,224,4
456,268,5
450,496,5
430,297,4
468,216,5
104,471,3
498,187,4
405,203,1
741,785,3
425,27,3
443,307,3
393,597,3
56,233,1
537,527,4
102,391,2
693,144,4
591,381,4
747,985,2
347,721,5
577,471,3
569,25,4
389,503,3
787,899,3
480,191,4
504,972,3
506,77,3
846,386,3
297,716,3
870,959,4
943,79,5
461,304,4
749,182,3
345,748,2
207,245,3
239,430,3
7,602,3
389,483,5
216,1218,3
568,661,4
68,111,3
782,1012,2
721,58,2
1,236,4
181,544,1
806,655,3
741,815,3
489,890,5
95,448,3
698,50,5
655,1221,3
49,477,2
10,694,5
206,1394,1
669,475,3
905,282,3
525,475,3
932,504,4
399,769,3
236,532,2
378,162,4
655,275,4
541,584,3
296,510,5
716,215,5
276,719,3
922,596,4
181,1173,1
331,7,4
496,532,5
758,1090,1
933,1183,3
159,1037,2
389,1052,2
268,42,4
497,358,4
421,498,4
328,504,3
181,473,2
70,89,4
664,169,5
807,1089,4
336,949,4
93,476,4
515,323,3
272,210,5
890,429,4
140,873,2
596,294,4
277,100,4
874,111,3
786,197,3
805,477,4
330,73,5
816,678,4
425,5,1
796,339,2
44,21,2
49,12,4
504,72,4
130,58,2
796,977,2
671,23,4
780,433,1
476,300,5
400,332,2
437,420,3
327,1069,4
650,173,5
674,313,5
28,429,5
179,538,4
658,654,4
889,95,4
730,121,4
198,81,5
195,982,2
796,418,4
429,182,4
303,956,4
363,231,1
270,872,5
98,70,3
301,133,4
869,122,3
497,108,3
537,7,4
274,762,5
327,875,4
65,526,4
551,763,5
864,781,3
83,77,4
303,208,5
567,340,3
613,576,3
450,1221,5
269,940,1
181,1337,1
78,289,4
16,208,5
201,86,4
639,285,1
567,306,3
653,282,3
592,266,1
401,1289,2
10,116,4
835,234,5
788,69,4
495,1091,4
271,692,4
708,21,1
709,569,3
25,121,4
62,157,3
808,325,1
130,235,4
307,408,5
833,544,1
59,570,4
647,250,3
360,306,4
747,135,5
435,228,4
453,586,2
183,483,5
601,318,4
398,403,4
619,181,4
194,192,5
339,411,2
16,469,3
348,123,5
42,1048,1
292,276,5
655,525,2
758,481,5
49,171,4
28,185,5
374,619,3
532,763,5
327,502,3
339,856,5
866,889,2
22,163,1
121,192,4
805,576,4
94,622,3
417,340,3
95,28,4
178,195,4
7,269,3
181,886,1
622,427,4
178,607,3
497,66,3
854,620,2
85,513,4
221,129,5
102,187,3
130,231,3
774,219,4
612,926,2
240,336,3
586,235,3
246,739,2
918,42,3
399,384,2
333,186,4
682,378,3
534,1,5
73,179,5
551,118,5
417,668,2
1,204,5
862,434,5
883,847,4
606,963,5
110,780,3
176,343,2
872,350,3
595,825,2
629,81,3
506,58,4
932,589,5
786,1,4
277,284,4
427,1296,5
894,1016,3
500,70,4
232,172,4
747,301,1
552,249,3
93,14,4
430,234,4
733,277,1
210,163,3
892,238,4
13,894,1
187,427,5
615,988,1
328,383,3
66,21,1
327,778,3
194,78,1
884,268,4
622,432,5
871,781,4
934,179,2
327,2,2
743,292,3
484,181,5
330,64,5
805,71,3
198,690,3
293,467,4
100,689,3
256,226,5
221,895,2
593,4,4
58,275,5
307,1065,3
505,202,3
223,866,4
932,198,4
880,307,4
916,31,3
329,7,3
846,95,3
311,387,4
933,627,2
276,562,3
741,83,4
399,403,3
629,423,5
548,17,3
648,926,3
598,22,5
129,302,4
13,835,3
399,63,3
533,4,3
655,979,3
597,763,4
564,300,4
580,249,5
543,29,2
497,373,4
901,932,4
796,50,5
332,232,5
584,423,4
693,1135,3
316,435,2
897,660,4
504,561,4
293,710,3
459,332,3
86,328,2
32,235,3
48,202,4
6,490,5
545,78,2
675,347,4
429,228,2
305,210,3
234,211,3
405,313,4
592,544,4
178,241,5
215,216,4
449,310,3
347,404,4
77,357,3
545,820,3
213,286,3
405,110,1
457,200,5
246,210,3
167,655,4
295,99,4
44,946,3
6,100,5
805,122,5
621,735,4
733,125,2
289,109,3
454,285,2
438,121,5
476,210,4
933,453,1
328,1139,1
418,313,3
892,425,5
922,411,1
231,252,4
276,732,4
727,433,5
924,50,5
515,258,4
117,25,4
571,496,3
582,1033,2
38,420,5
625,588,4
244,456,3
868,156,3
346,748,4
846,1221,3
497,748,4
445,174,4
478,433,3
642,827,1
287,168,5
181,1120,1
911,431,4
882,205,5
399,176,3
198,172,4
455,79,4
234,389,3
318,237,5
102,272,3
622,532,3
806,70,2
96,83,3
270,88,5
721,684,4
796,286,2
503,226,5
923,282,4
299,959,2
515,302,3
259,200,4
6,69,3
321,89,3
360,116,3
943,12,5
747,1020,4
623,227,4
910,845,4
198,427,4
796,159,3
330,95,5
889,208,4
58,655,5
796,511,4
638,211,4
308,603,5
108,137,5
533,609,4
880,423,5
303,540,1
452,520,3
51,479,3
123,14,5
830,229,2
279,862,5
790,268,4
313,484,5
207,210,3
843,21,2
790,283,2
535,168,5
94,200,4
262,1014,5
287,248,5
114,157,2
340,95,5
648,391,3
784,315,4
193,742,4
279,725,4
637,124,3
405,1194,1
675,235,1
334,1411,1
894,902,3
451,260,5
588,118,3
83,240,1
823,193,5
352,7,3
60,9,5
159,293,4
318,628,4
560,318,4
532,545,2
95,98,4
706,687,1
660,67,1
523,167,4
343,56,5
651,683,3
332,181,5
389,197,5
536,443,3
294,902,4
450,311,4
624,534,3
436,427,3
407,203,4
900,744,2
303,979,4
280,1114,4
60,661,4
571,32,2
318,105,1
313,245,3
282,333,3
10,135,5
405,570,1
114,135,4
792,742,3
380,50,4
660,29,2
102,522,3
17,237,2
838,354,4
21,441,3
276,780,3
193,1258,3
249,317,5
559,216,5
183,227,4
417,211,4
790,1183,2
830,313,5
63,475,4
17,919,4
85,283,3
492,483,2
643,393,4
456,419,4
643,127,5
776,1172,2
528,168,4
307,168,5
627,317,5
505,660,3
43,174,4
689,222,5
119,93,4
346,288,2
447,952,4
488,1025,2
198,25,2
321,207,3
455,239,3
152,97,5
121,347,3
843,660,2
92,717,3
83,717,4
888,286,5
728,289,3
588,178,5
49,91,5
795,132,3
663,174,5
123,432,5
711,1152,1
699,285,4
781,100,5
304,298,5
66,597,3
625,134,4
495,843,3
666,467,4
313,385,4
701,292,4
292,165,4
706,237,4
912,14,5
458,276,5
83,407,1
397,108,4
504,505,4
145,298,1
145,1011,5
559,197,4
561,494,4
856,270,3
151,277,4
450,921,4
843,465,2
881,474,3
665,143,4
479,187,4
406,517,2
158,29,3
280,1099,5
674,255,4
601,1028,2
381,217,2
457,401,3
936,252,2
499,275,3
406,480,4
733,847,3
405,1311,1
293,15,3
882,122,2
12,196,5
49,758,1
248,176,5
16,209,5
254,441,3
819,258,2
798,832,4
540,455,4
388,117,5
815,125,5
846,530,5
312,495,4
286,778,5
57,249,5
455,255,2
798,1503,3
514,1115,4
181,275,3
339,241,4
223,155,5
882,407,2
694,606,4
932,523,4
5,233,4
234,213,3
269,77,1
804,841,4
328,688,1
687,294,3
325,179,5
488,776,4
895,748,3
94,404,4
727,751,3
405,1021,1
399,379,3
452,1204,4
648,29,2
437,794,4
577,54,4
774,866,1
194,225,3
775,348,3
23,546,3
812,300,5
776,132,3
403,129,4
459,108,1
196,287,3
234,234,4
830,1,4
450,389,4
59,77,4
303,1232,3
561,380,2
536,274,4
189,433,5
234,1184,2
719,468,3
684,934,3
280,103,3
864,418,3
216,221,4
671,679,3
452,781,3
468,8,4
851,410,4
694,481,4
267,727,4
112,300,4
798,929,3
653,11,2
881,127,4
681,294,5
277,286,5
312,526,5
830,82,3
210,969,4
666,507,3
60,660,4
422,185,4
263,258,3
537,183,3
886,1303,1
679,520,4
94,100,5
727,328,4
109,191,4
648,103,1
443,948,1
42,1045,2
606,333,5
256,1289,4
731,608,4
178,181,5
817,748,4
850,202,4
249,79,5
665,294,2
193,218,4
327,514,4
885,596,4
648,431,5
328,912,3
145,120,2
451,305,3
312,529,5
234,628,2
295,461,5
116,1226,2
792,1335,4
156,58,4
463,1033,2
630,126,4
745,202,3
440,883,5
705,257,4
332,367,4
287,276,4
85,479,4
497,118,4
201,123,2
296,275,4
417,818,2
503,1009,2
515,259,3
312,97,5
887,140,5
343,135,5
56,67,2
553,497,4
459,19,3
777,56,5
74,258,4
18,14,5
728,117,4
224,676,3
411,304,3
401,318,4
664,522,3
796,54,4
699,307,3
788,97,3
454,245,3
922,89,5
32,246,4
474,252,4
93,235,4
125,585,4
24,763,5
327,478,4
848,32,5
173,678,3
893,410,4
343,10,4
315,127,5
328,483,5
430,98,5
711,747,4
774,405,1
479,22,4
666,474,5
860,56,4
152,33,5
255,436,4
165,332,4
851,619,4
113,976,5
919,715,5
85,428,5
517,111,3
894,1023,3
339,173,5
645,482,4
217,56,5
537,873,2
497,540,2
658,273,4
551,692,4
181,840,1
545,710,3
896,578,2
510,261,2
191,751,3
416,708,4
943,403,4
847,507,3
399,465,3
916,50,5
18,214,4
474,255,4
484,692,5
44,434,4
682,472,3
912,659,5
100,349,3
815,168,3
693,378,2
897,521,5
117,150,4
435,1109,3
90,523,4
506,250,2
536,183,3
271,181,5
682,352,1
532,38,3
286,116,5
717,303,4
788,100,5
660,183,2
905,1011,3
207,258,4
201,708,4
487,255,2
305,735,4
130,546,4
314,735,5
288,196,5
230,161,5
399,543,3
391,31,2
758,1244,3
233,735,5
524,490,3
668,896,4
622,550,4
474,654,5
110,732,3
360,284,3
676,303,4
524,928,4
929,433,2
591,740,4
655,294,3
599,476,4
886,762,5
221,76,4
43,88,5
532,1407,2
61,271,1
271,474,3
231,121,4
9,479,4
716,605,3
492,1147,1
561,286,4
804,642,3
66,257,3
335,300,5
357,760,3
327,265,2
303,170,5
151,181,5
465,190,4
796,284,3
524,172,3
328,211,4
387,68,4
438,866,5
393,1032,3
880,761,4
867,183,3
514,134,3
276,219,4
437,229,3
114,224,3
823,1217,1
466,181,4
43,892,3
85,250,3
474,170,4
655,240,3
751,131,5
788,658,3
747,625,3
776,177,4
763,28,3
889,69,3
486,408,3
11,52,3
394,62,4
565,515,5
400,306,3
711,1221,4
532,329,4
406,410,4
21,668,1
654,168,4
280,174,3
642,120,3
276,977,2
72,528,4
807,151,4
373,380,4
891,25,5
59,526,4
638,204,5
196,242,3
840,303,5
297,218,3
666,175,4
339,772,4
141,471,4
527,659,4
678,300,4
312,505,5
522,134,5
610,402,5
314,294,5
870,83,4
749,984,3
275,210,4
421,127,4
847,567,3
321,86,4
315,154,5
493,763,4
49,174,1
104,328,3
206,683,1
72,45,5
198,151,4
780,216,4
817,147,3
18,526,4
294,282,3
506,1219,2
830,69,5
901,476,5
92,164,4
314,924,5
537,639,2
793,129,4
559,182,4
661,117,4
894,678,3
591,66,2
177,124,3
840,199,4
257,1022,2
887,501,4
291,572,3
806,88,4
279,805,3
10,497,4
788,195,3
668,358,3
933,284,2
712,955,2
474,207,4
234,498,5
943,92,5
343,474,5
204,1,2
386,118,3
682,1267,3
627,541,4
267,980,3
719,64,5
208,197,5
429,409,2
411,182,3
327,250,2
889,291,3
655,403,2
326,48,3
158,583,3
312,197,4
222,71,4
405,197,4
409,166,4
457,1210,4
87,2,4
67,147,3
535,727,4
712,747,3
210,172,5
274,88,4
234,566,2
425,529,4
721,204,5
269,174,1
833,185,5
61,310,4
145,39,4
457,214,5
430,56,4
406,228,3
551,357,5
303,340,5
429,710,4
592,134,5
269,154,3
305,228,2
94,1199,3
794,118,2
406,134,5
663,235,2
849,174,5
887,472,4
730,535,2
294,288,5
425,307,4
286,596,3
557,289,4
486,926,2
64,265,4
916,741,3
653,620,3
934,461,4
457,631,4
637,1011,1
889,144,4
560,268,4
271,338,1
523,727,4
805,558,5
937,293,4
897,200,5
450,288,3
70,208,4
814,665,4
642,1036,4
145,406,3
920,302,4
642,720,5
141,117,4
24,518,4
894,1281,3
308,257,4
385,173,4
407,174,5
333,873,3
21,145,1
870,684,3
354,487,3
843,238,3
365,13,3
109,53,4
342,756,3
109,250,2
460,258,3
707,303,3
805,274,2
318,239,4
462,346,1
313,550,4
92,153,4
788,175,3
74,315,5
442,239,3
147,270,3
271,1120,2
870,13,4
13,779,3
724,680,1
429,140,1
308,1074,3
317,331,4
169,174,4
313,225,4
371,50,4
535,519,3
804,168,5
314,764,3
375,302,5
227,324,4
447,228,4
842,349,3
303,376,2
890,183,3
863,344,4
839,257,3
618,7,4
96,7,5
90,218,5
374,974,4
805,127,3
398,659,3
71,248,3
144,815,1
269,212,4
282,338,3
666,213,4
923,181,5
846,731,3
497,743,3
771,707,4
538,238,5
666,129,4
582,472,4
93,820,3
910,237,4
399,24,4
397,7,5
529,333,4
434,125,5
542,871,2
429,241,3
254,259,2
638,234,4
585,1021,3
536,993,3
410,323,3
928,276,5
148,495,4
847,474,4
234,989,2
514,890,1
7,174,5
624,980,4
152,1054,1
331,124,4
920,347,4
545,73,4
630,71,3
606,746,5
510,681,1
194,13,4
263,260,2
774,189,2
648,21,3
294,293,4
398,520,5
385,1143,4
748,427,4
342,382,3
409,100,5
752,354,2
387,11,3
297,265,3
758,249,4
579,69,2
189,9,3
579,25,4
63,289,2
665,237,3
497,943,4
871,82,3
141,864,3
60,582,4
280,925,4
567,168,5
460,19,5
181,1002,1
431,294,5
699,9,2
801,259,3
452,181,4
19,435,5
524,127,5
527,168,5
425,1222,2
551,183,4
868,1037,1
752,896,3
151,675,2
541,476,5
389,584,4
561,971,3
598,350,4
291,565,2
610,28,4
786,199,4
776,637,3
401,321,2
709,470,3
931,344,4
163,202,3
936,324,5
167,136,4
183,1159,3
416,763,5
144,244,3
38,451,5
472,95,3
579,88,4
13,150,5
184,1061,3
746,24,4
891,591,4
559,566,5
454,169,4
727,1088,2
275,142,2
524,47,2
499,1101,5
15,749,1
503,321,2
370,480,4
911,190,5
463,288,1
198,369,1
286,381,5
457,1168,5
445,268,1
538,164,3
796,248,3
505,66,4
847,118,3
263,527,5
165,419,4
295,378,4
747,732,3
347,25,2
398,414,3
862,969,5
843,234,4
331,242,4
712,393,3
527,211,4
536,402,4
279,403,1
96,1154,5
393,50,5
690,237,4
213,294,3
686,317,5
661,185,5
483,480,3
618,164,3
190,328,3
659,218,4
635,748,2
97,434,4
664,121,3
655,796,2
902,268,1
474,508,3
904,181,3
570,748,3
321,604,5
533,357,3
621,181,5
318,517,3
424,1084,5
234,183,4
64,203,4
498,203,5
393,459,4
389,347,4
773,462,5
222,125,5
502,879,3
248,474,2
682,51,5
737,11,3
655,129,3
121,181,5
13,367,3
340,205,4
901,250,3
707,269,4
880,826,3
90,317,4
280,144,2
454,203,2
279,687,4
682,468,5
381,50,5
342,428,5
803,325,4
643,629,3
843,402,2
904,682,4
184,372,3
75,1151,2
835,543,5
560,321,3
207,716,3
502,264,3
340,179,1
542,531,4
327,435,4
566,289,1
405,445,4
89,49,4
326,445,4
221,12,5
870,606,4
453,85,3
136,137,5
938,928,5
6,59,5
373,472,3
484,257,5
807,472,4
528,193,4
653,748,5
650,603,4
101,471,3
268,139,2
387,208,3
6,531,4
181,979,2
234,588,3
493,258,5
160,484,5
855,638,4
497,570,3
892,436,3
59,404,3
63,25,4
211,528,4
200,559,4
1,80,4
524,1540,2
116,257,3
321,194,3
276,1089,2
13,311,3
59,228,4
145,751,4
924,211,3
714,763,4
5,409,2
222,62,4
152,88,5
72,70,4
825,137,2
825,823,4
881,197,3
23,189,5
655,117,2
174,67,1
378,806,4
782,748,4
843,79,2
226,179,4
311,41,3
13,773,1
194,187,4
207,38,3
176,328,4
871,360,3
131,297,4
243,93,2
380,1,4
320,421,4
475,258,1
608,1009,4
271,56,3
460,275,3
763,819,2
334,196,4
435,432,3
303,286,5
168,931,3
374,685,4
595,986,2
877,515,5
854,652,3
642,975,2
627,226,1
197,895,3
256,187,3
642,95,5
450,951,4
463,246,4
334,1241,2
548,1278,4
161,428,3
591,866,3
514,116,4
823,71,3
244,433,5
381,49,2
6,153,4
310,832,1
405,709,1
279,16,4
254,121,3
233,58,3
637,149,2
264,401,5
401,211,4
293,1041,2
286,993,2
537,494,4
85,751,3
655,70,2
829,255,3
132,286,3
450,233,3
758,240,3
868,150,5
534,118,4
200,588,5
249,403,4
112,347,1
881,528,5
650,476,2
128,15,4
445,1199,1
429,505,4
752,271,5
723,50,4
601,239,3
562,127,5
643,210,4
457,959,4
456,547,3
466,79,3
11,260,1
472,928,4
326,69,2
738,926,3
158,209,5
7,188,5
92,181,4
412,117,4
329,269,4
3,328,5
894,463,4
870,1210,1
